INFO:root:nt(name='local', type='', dir=True, name_high_dir='632360')
INFO:root:nt(name='ror2-dev-common_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dev-itemlogbookpositionaloffsets_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dev-itemlogbookpositionaloffsets_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dev-renderitem_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dev-renderitem_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-acidlarva_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-acidlarva_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-ancientloft_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-ancientloft_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-ancientloft_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-ancientloft_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-ancientloft_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-assassin2_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-assassin2_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-attackspeedandmovespeed_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-attackspeedandmovespeed_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-bearvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-bearvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-bleedonhitvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-bleedonhitvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-bosshunter_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-bosshunter_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-categorychest2_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-categorychest2_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-chainlightningvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-chainlightningvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-claygrenadier_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-claygrenadier_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-clovervoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-clovervoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-buffs_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-colorramps_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-droptables_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-iconbackgroundtextures_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-lobbybackgrounds_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-vfx_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-void_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common-void_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-common_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-convertcritchancetocritdamage_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-critdamage_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-critdamage_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-critglassesvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-critglassesvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-deepvoidportalbattery_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-deepvoidportalbattery_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-deepvoidportal_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-dronecommander_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-dronecommander_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-droneweapons_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-droneweapons_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-elementalringvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-elementalringvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-eliteearth_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-eliteearth_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-elitevoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-elitevoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-empoweralways_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-equipmentmagazinevoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-equipmentmagazinevoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-explodeondeathvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-explodeondeathvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-extralifevoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-extralifevoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-flyingvermin_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-flyingvermin_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-fragiledamagebonus_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-fragiledamagebonus_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-freechestmultishop_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-freechestmultishop_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-freechestterminalshippingdrone_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-freechestterminal_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-freechest_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-freechest_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gamemodes-infinitetowerrun-infinitetowerassets-infinitetowerwavecategories_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gamemodes-infinitetowerrun-infinitetowerassets_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gamemodes-infinitetowerrun-infinitetowerassets_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gamemodes-infinitetowerrun-scenegroups_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gamemodes-infinitetowerrun_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gamemodes_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet1_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet1_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet1_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet2_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet2_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet2_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet3_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet3_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet3_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet4_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet4_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlet4_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlets_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gauntlets_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-goldonhurt_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-goldonhurt_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gummyclone_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gummyclone_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gup_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-gup_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-halfattackspeedhalfcooldowns_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-halfattackspeedhalfcooldowns_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-halfspeeddoublehealth_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-halfspeeddoublehealth_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-healingpotion_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-healingpotion_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-immunetodebuff_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-immunetodebuff_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-infinitetowerworld_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-infinitetowerworld_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-irradiatinglaser_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-irradiatinglaser_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itancientloft_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itancientloft_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itancientloft_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itancientloft_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itancientloft_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itdampcave_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itdampcave_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itdampcave_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itdampcave_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itdampcave_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itfrozenwall_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itfrozenwall_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itfrozenwall_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itfrozenwall_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itfrozenwall_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgolemplains_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgolemplains_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgolemplains_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgolemplains_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgolemplains_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgoolake_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgoolake_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgoolake_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgoolake_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itgoolake_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itmoon_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itmoon_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itmoon_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itmoon_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itmoon_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itskymeadow_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itskymeadow_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itskymeadow_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itskymeadow_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-itskymeadow_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lobby_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lunarportalonuse_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lunarportalonuse_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lunarsun_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lunarsun_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lunarwings_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-lunarwings_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-majorandminorconstruct_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-majorandminorconstruct_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-minorconstructonkill_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-minorconstructonkill_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-missilevoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-missilevoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-molotov_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-molotov_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-moremissile_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-moremissile_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-movespeedonkill_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-movespeedonkill_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-multishopcard_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-multishopcard_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-mushroomvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-mushroomvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-optionpickup_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-optionpickup_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-orbonuse_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-orbonuse_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-outofcombatarmor_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-outofcombatarmor_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-permanentdebuffonhit_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-permanentdebuffonhit_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-portalvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-primaryskillshuriken_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-primaryskillshuriken_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-railgunner_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-railgunner_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-randomequipmenttrigger_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-randomequipmenttrigger_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-randomlylunar_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-randomlylunar_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-regeneratingscrap_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-regeneratingscrap_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-scrapvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-scrapvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-slowonhitvoid_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-slowonhitvoid_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-snowyforest_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-snowyforest_nodegraph_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-snowyforest_scenedef_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-snowyforest_scenes_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-snowyforest_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-strengthenburn_bin_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
INFO:root:nt(name='ror2-dlc1-strengthenburn_text_assets_all.bundle', type='.bundle', dir=False, name_high_dir='StandaloneWindows64')
